symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,series,meta,priority,timestamp
INOXWIND,INOXWINDEQN,550.0,559.0,527.55,534.0,538.3,-4.3,-0.8,76828668095.17,648.0,94.65,556146,300452315.04,04-Apr-2024 14:07:18,17.59259259259259,-464.1838351822504,476.96,03-Apr-2023,https://nsearchives.nseindia.com/365d/INOXWIND-EQ.svg,04-Mar-2024,-2.6,https://nsearchives.nseindia.com/30d/INOXWIND-EQ.svg,https://nsearchives.nseindia.com/today/INOXWINDEQN.svg,,,0,04-Apr-2024 14:06:48
HLEGLAS,HLEGLASEQN,470.0,470.0,456.0,458.85,462.55,-3.7,-0.8,9585895897.6,698.4,404.95,56177,25872317.35,04-Apr-2024 14:07:17,34.299828178694156,-13.310285220397589,-9.77,03-Apr-2023,https://nsearchives.nseindia.com/365d/HLEGLAS-EQ.svg,04-Mar-2024,-6.13,https://nsearchives.nseindia.com/30d/HLEGLAS-EQ.svg,https://nsearchives.nseindia.com/today/HLEGLASEQN.svg,,,0,04-Apr-2024 14:06:48
NAVNETEDUL,NAVNETEDULEQN,144.45,145.85,142.0,142.55,143.7,-1.15,-0.8,11604736185.3,175.9,96.1,56272,8085160.96,04-Apr-2024 14:07:12,18.95963615690733,-48.33506763787723,49.77,03-Apr-2023,https://nsearchives.nseindia.com/365d/NAVNETEDUL-EQ.svg,04-Mar-2024,-6.54,https://nsearchives.nseindia.com/30d/NAVNETEDUL-EQ.svg,https://nsearchives.nseindia.com/today/NAVNETEDULEQN.svg,,,0,04-Apr-2024 14:06:48
ACC,ACCEQN,2648.9,2666.7,2590.1,2612.5,2633.95,-21.45,-0.81,176796450071.14,2746.4,1670.65,145335,381536348.7,04-Apr-2024 14:07:17,4.875473346926889,-56.376260736838944,54.12,03-Apr-2023,https://nsearchives.nseindia.com/365d/ACC-EQ.svg,04-Mar-2024,-2.29,https://nsearchives.nseindia.com/30d/ACC-EQ.svg,https://nsearchives.nseindia.com/today/ACCEQN.svg,,,0,04-Apr-2024 14:06:48
EMIL,EMILEQN,207.75,209.45,203.55,206.85,208.55,-1.7,-0.82,21503608308.18,244.55,67.8,478088,99231945.28,04-Apr-2024 14:07:03,15.416070333265187,-205.0884955752213,205.12,03-Apr-2023,https://nsearchives.nseindia.com/365d/EMIL-EQ.svg,04-Mar-2024,-1.63,https://nsearchives.nseindia.com/30d/EMIL-EQ.svg,https://nsearchives.nseindia.com/today/EMILEQN.svg,,,0,04-Apr-2024 14:06:48
BEPL,BEPLEQN,102.5,102.5,99.5,101.15,102.0,-0.85,-0.83,9565372627.02,118.0,66.67,815154,82355008.62,04-Apr-2024 14:07:16,14.279661016949149,-51.71741412929354,0,03-Apr-2023,https://nsearchives.nseindia.com/365d/BEPL-EQ.svg,04-Mar-2024,7.03,https://nsearchives.nseindia.com/30d/BEPL-EQ.svg,https://nsearchives.nseindia.com/today/BEPLEQN.svg,,,0,04-Apr-2024 14:06:48
DREAMFOLKS,DREAMFOLKSEQN,520.65,522.6,506.25,511.4,515.7,-4.3,-0.83,9221736355.92,847.0,420.1,142660,72930645.2,04-Apr-2024 14:07:13,39.62219598583235,-21.73292073315876,16.58,03-Apr-2023,https://nsearchives.nseindia.com/365d/DREAMFOLKS-EQ.svg,04-Mar-2024,-0.41,https://nsearchives.nseindia.com/30d/DREAMFOLKS-EQ.svg,https://nsearchives.nseindia.com/today/DREAMFOLKSEQN.svg,,,0,04-Apr-2024 14:06:48
CHENNPETRO,CHENNPETROEQN,956.65,959.2,933.6,943.85,951.85,-8.0,-0.84,45004598953.6,1036.3,245.4,531992,502923957.12,04-Apr-2024 14:07:16,8.921161825726134,-284.6169519152404,284.74,03-Apr-2023,https://nsearchives.nseindia.com/365d/CHENNPETRO-EQ.svg,04-Mar-2024,6.48,https://nsearchives.nseindia.com/30d/CHENNPETRO-EQ.svg,https://nsearchives.nseindia.com/today/CHENNPETROEQN.svg,,,0,04-Apr-2024 14:06:48
SOLARINDS,SOLARINDSEQN,8834.9,8834.9,8672.05,8700.0,8775.5,-75.5,-0.86,212561139195.0,9449.0,3453.35,68897,600960972.2,04-Apr-2024 14:07:16,7.926764737009207,-151.92928605556924,134.81,03-Apr-2023,https://nsearchives.nseindia.com/365d/SOLARINDS-EQ.svg,04-Mar-2024,20.4,https://nsearchives.nseindia.com/30d/SOLARINDS-EQ.svg,https://nsearchives.nseindia.com/today/SOLARINDSEQN.svg,,,0,04-Apr-2024 14:06:48
PDSL,PDSLEQN,506.55,507.05,492.1,497.25,501.6,-4.35,-0.87,22351778322.38,666.0,304.0,19118,9522484.62,04-Apr-2024 14:07:13,25.33783783783784,-63.56907894736842,47.99,03-Apr-2023,https://nsearchives.nseindia.com/365d/PDSL-EQ.svg,04-Mar-2024,-1.91,https://nsearchives.nseindia.com/30d/PDSL-EQ.svg,https://nsearchives.nseindia.com/today/PDSLEQN.svg,,,0,04-Apr-2024 14:06:48
WELSPUNLIV,WELSPUNLIVEQN,156.25,157.7,152.8,154.15,155.5,-1.35,-0.87,41890776511.3,171.25,67.0,794980,123198050.6,04-Apr-2024 14:07:15,9.985401459854012,-130.07462686567163,-,-,-,04-Mar-2024,1.07,https://nsearchives.nseindia.com/30d/WELSPUNLIV-EQ.svg,https://nsearchives.nseindia.com/today/WELSPUNLIVEQN.svg,,,0,04-Apr-2024 14:06:48
NMDC,NMDCEQN,220.45,220.7,212.95,215.8,217.7,-1.9,-0.87,246817089989.93,252.4,103.75,8873272,1917869010.08,04-Apr-2024 14:07:16,14.50079239302694,-108.00000000000001,95.42,03-Apr-2023,https://nsearchives.nseindia.com/365d/NMDC-EQ.svg,04-Mar-2024,-9.31,https://nsearchives.nseindia.com/30d/NMDC-EQ.svg,https://nsearchives.nseindia.com/today/NMDCEQN.svg,,,0,04-Apr-2024 14:06:48
FLAIR,FLAIREQN,287.4,287.95,279.45,282.6,285.1,-2.5,-0.88,4763871085.6,514.4,246.1,86320,24303396.0,04-Apr-2024 14:07:10,45.06220839813374,-14.83136936204796,-,-,-,04-Mar-2024,2.59,https://nsearchives.nseindia.com/30d/FLAIR-EQ.svg,https://nsearchives.nseindia.com/today/FLAIREQN.svg,,,0,04-Apr-2024 14:06:48
RESPONIND,RESPONINDEQN,306.0,308.8,302.15,303.05,305.75,-2.7,-0.88,8896327200.46,364.95,119.1,43473,13250570.4,04-Apr-2024 14:07:18,16.961227565419914,-154.45004198152813,144.5,03-Apr-2023,https://nsearchives.nseindia.com/365d/RESPONIND-EQ.svg,04-Mar-2024,2,https://nsearchives.nseindia.com/30d/RESPONIND-EQ.svg,https://nsearchives.nseindia.com/today/RESPONINDEQN.svg,,,0,04-Apr-2024 14:06:48
METROBRAND,METROBRANDEQN,1120.0,1120.0,1080.0,1085.9,1095.6,-9.7,-0.89,32449957018.58,1441.2,790.9,81241,88910962.81,04-Apr-2024 14:07:13,24.65306688870385,-37.29927930206096,37.97,03-Apr-2023,https://nsearchives.nseindia.com/365d/METROBRAND-EQ.svg,04-Mar-2024,-2.72,https://nsearchives.nseindia.com/30d/METROBRAND-EQ.svg,https://nsearchives.nseindia.com/today/METROBRANDEQN.svg,,,0,04-Apr-2024 14:06:48
ALKEM,ALKEMEQN,4915.0,4915.0,4830.0,4851.0,4894.65,-43.65,-0.89,243604122300.0,5520.0,3186.3,130070,631111346.3000001,04-Apr-2024 14:07:18,12.119565217391305,-52.24555126635909,43.97,03-Apr-2023,https://nsearchives.nseindia.com/365d/ALKEM-EQ.svg,04-Mar-2024,-4.49,https://nsearchives.nseindia.com/30d/ALKEM-EQ.svg,https://nsearchives.nseindia.com/today/ALKEMEQN.svg,,,0,04-Apr-2024 14:06:48
TIMETECHNO,TIMETECHNOEQN,269.5,272.35,262.9,265.75,268.15,-2.4,-0.9,28985195742.05,272.7,79.5,856883,228110823.42999998,04-Apr-2024 14:07:16,2.5485881921525446,-234.27672955974842,233.31,03-Apr-2023,https://nsearchives.nseindia.com/365d/TIMETECHNO-EQ.svg,04-Mar-2024,19.36,https://nsearchives.nseindia.com/30d/TIMETECHNO-EQ.svg,https://nsearchives.nseindia.com/today/TIMETECHNOEQN.svg,,,0,04-Apr-2024 14:06:48
BAJAJHIND,BAJAJHINDEQN,33.85,34.15,32.45,33.2,33.5,-0.3,-0.9,29217692633.34,40.5,13.15,11771152,391155380.96,04-Apr-2024 14:07:16,18.024691358024686,-152.47148288973386,150.94,03-Apr-2023,https://nsearchives.nseindia.com/365d/BAJAJHIND-EQ.svg,04-Mar-2024,-4.56,https://nsearchives.nseindia.com/30d/BAJAJHIND-EQ.svg,https://nsearchives.nseindia.com/today/BAJAJHINDEQN.svg,,,0,04-Apr-2024 14:06:48
KAYNES,KAYNESEQN,2710.0,2750.55,2672.0,2683.45,2707.75,-24.3,-0.9,72186451005.21,3248.85,932.35,122037,329892859.14,04-Apr-2024 14:07:15,17.403081090231932,-187.8157344344935,160.61,03-Apr-2023,https://nsearchives.nseindia.com/365d/KAYNES-EQ.svg,04-Mar-2024,-12.77,https://nsearchives.nseindia.com/30d/KAYNES-EQ.svg,https://nsearchives.nseindia.com/today/KAYNESEQN.svg,,,0,04-Apr-2024 14:06:48
HAVELLS,HAVELLSEQN,1559.9,1559.95,1534.15,1536.5,1550.55,-14.05,-0.91,385485265413.6,1591.35,1158.15,596999,922029135.5600001,04-Apr-2024 14:07:18,3.4467590410657563,-32.668479903294035,30.41,03-Apr-2023,https://nsearchives.nseindia.com/365d/HAVELLS-EQ.svg,04-Mar-2024,-0.22,https://nsearchives.nseindia.com/30d/HAVELLS-EQ.svg,https://nsearchives.nseindia.com/today/HAVELLSEQN.svg,,,0,04-Apr-2024 14:06:48
MGL,MGLEQN,1412.95,1418.15,1382.45,1392.55,1405.35,-12.8,-0.91,78531889510.01,1580.0,920.15,210628,294417924.68,04-Apr-2024 14:07:16,11.863924050632914,-51.33945552355594,52.6,03-Apr-2023,https://nsearchives.nseindia.com/365d/MGL-EQ.svg,04-Mar-2024,-8.84,https://nsearchives.nseindia.com/30d/MGL-EQ.svg,https://nsearchives.nseindia.com/today/MGLEQN.svg,,,0,04-Apr-2024 14:06:48
HATHWAY,HATHWAYEQN,22.1,22.5,21.55,21.75,21.95,-0.2,-0.91,9624943218.75,27.95,12.55,7384072,162006539.68,04-Apr-2024 14:07:15,22.1824686940966,-73.30677290836653,63.2,03-Apr-2023,https://nsearchives.nseindia.com/365d/HATHWAY-EQ.svg,04-Mar-2024,-1.57,https://nsearchives.nseindia.com/30d/HATHWAY-EQ.svg,https://nsearchives.nseindia.com/today/HATHWAYEQN.svg,,,0,04-Apr-2024 14:06:48
DIXON,DIXONEQN,7700.0,7746.8,7599.3,7629.15,7699.45,-70.3,-0.91,287607303272.05,7950.0,2820.0,220811,1690200007.6100001,04-Apr-2024 14:07:14,4.035849056603778,-170.53723404255317,166.14,03-Apr-2023,https://nsearchives.nseindia.com/365d/DIXON-EQ.svg,04-Mar-2024,7.5,https://nsearchives.nseindia.com/30d/DIXON-EQ.svg,https://nsearchives.nseindia.com/today/DIXONEQN.svg,,,0,04-Apr-2024 14:06:48
PATANJALI,PATANJALIEQN,1422.0,1422.0,1386.4,1391.7,1404.55,-12.85,-0.91,130956706000.69,1713.8,898.0,171581,240266590.10999998,04-Apr-2024 14:07:17,18.79449177266892,-54.97772828507796,-,-,-,04-Mar-2024,-12.22,https://nsearchives.nseindia.com/30d/PATANJALI-EQ.svg,https://nsearchives.nseindia.com/today/PATANJALIEQN.svg,,,0,04-Apr-2024 14:06:48
BHARTIARTL,BHARTIARTLEQN,1231.95,1233.0,1201.3,1214.4,1225.7,-11.3,-0.92,3160498100332.53,1245.0,752.55,5216174,6347875111.04,04-Apr-2024 14:07:18,2.4578313253011976,-61.371337452660974,61.16,03-Apr-2023,https://nsearchives.nseindia.com/365d/BHARTIARTL-EQ.svg,04-Mar-2024,8.13,https://nsearchives.nseindia.com/30d/BHARTIARTL-EQ.svg,https://nsearchives.nseindia.com/today/BHARTIARTLEQN.svg,,,0,04-Apr-2024 14:06:48
ERIS,ERISEQN,855.25,857.45,838.6,843.2,851.1,-7.9,-0.93,37821507013.62,971.9,580.05,76131,64380180.15,04-Apr-2024 14:07:15,13.242103097026435,-45.36677872597191,46.82,03-Apr-2023,https://nsearchives.nseindia.com/365d/ERIS-EQ.svg,04-Mar-2024,-4.29,https://nsearchives.nseindia.com/30d/ERIS-EQ.svg,https://nsearchives.nseindia.com/today/ERISEQN.svg,,,0,04-Apr-2024 14:06:48
BALRAMCHIN,BALRAMCHINEQN,387.2,388.75,380.95,381.75,385.35,-3.6,-0.93,43928880606.3,485.9,343.5,462740,177594984.60000002,04-Apr-2024 14:07:16,21.43445153323729,-11.135371179039302,-5.24,03-Apr-2023,https://nsearchives.nseindia.com/365d/BALRAMCHIN-EQ.svg,04-Mar-2024,1.31,https://nsearchives.nseindia.com/30d/BALRAMCHIN-EQ.svg,https://nsearchives.nseindia.com/today/BALRAMCHINEQN.svg,,,0,04-Apr-2024 14:06:48
STARHEALTH,STARHEALTHEQN,566.4,569.35,552.1,554.8,560.05,-5.25,-0.94,81142224733.39,675.0,454.8,287753,161017946.21,04-Apr-2024 14:07:14,17.807407407407414,-21.987686895338598,6.25,03-Apr-2023,https://nsearchives.nseindia.com/365d/STARHEALTH-EQ.svg,04-Mar-2024,0.36,https://nsearchives.nseindia.com/30d/STARHEALTH-EQ.svg,https://nsearchives.nseindia.com/today/STARHEALTHEQN.svg,,,0,04-Apr-2024 14:06:48
CAMLINFINE,CAMLINFINEEQN,100.7,101.75,98.75,99.75,100.7,-0.95,-0.94,8181177757.57,186.35,88.35,554042,55359876.64,04-Apr-2024 14:07:17,46.47169305071103,-12.90322580645162,-25.82,03-Apr-2023,https://nsearchives.nseindia.com/365d/CAMLINFINE-EQ.svg,04-Mar-2024,-14.33,https://nsearchives.nseindia.com/30d/CAMLINFINE-EQ.svg,https://nsearchives.nseindia.com/today/CAMLINFINEEQN.svg,,,0,04-Apr-2024 14:06:48
GRINFRA,GRINFRAEQN,1377.9,1397.95,1357.0,1360.0,1373.0,-13.0,-0.95,26299410720.0,1434.75,962.0,148837,203979620.13,04-Apr-2024 14:07:17,5.209966893186967,-41.37214137214137,32.01,03-Apr-2023,https://nsearchives.nseindia.com/365d/GRINFRA-EQ.svg,04-Mar-2024,10.4,https://nsearchives.nseindia.com/30d/GRINFRA-EQ.svg,https://nsearchives.nseindia.com/today/GRINFRAEQN.svg,,,0,04-Apr-2024 14:06:48
KPRMILL,KPRMILLEQN,856.0,856.0,841.9,842.0,850.15,-8.15,-0.96,75003220578.0,928.15,551.5,133433,113100479.46,04-Apr-2024 14:07:16,9.281904864515433,-52.67452402538531,47.21,03-Apr-2023,https://nsearchives.nseindia.com/365d/KPRMILL-EQ.svg,04-Mar-2024,9.73,https://nsearchives.nseindia.com/30d/KPRMILL-EQ.svg,https://nsearchives.nseindia.com/today/KPRMILLEQN.svg,,,0,04-Apr-2024 14:06:48
NETWORK18,NETWORK18BEN,94.2,94.2,90.0,91.5,92.4,-0.9,-0.97,22990989477.24,135.7,53.15,432971,39742408.09,04-Apr-2024 14:07:09,32.57184966838614,-72.15428033866417,-,-,-,04-Mar-2024,-7.83,https://nsearchives.nseindia.com/30d/NETWORK18-BE.svg,https://nsearchives.nseindia.com/today/NETWORK18BEN.svg,,,0,04-Apr-2024 14:06:48
SONACOMS,SONACOMSEQN,680.55,680.65,662.0,663.95,670.5,-6.55,-0.98,272498824525.48,718.85,417.2,1063904,710464452.16,04-Apr-2024 14:07:14,7.637198302844819,-59.14429530201344,59.66,03-Apr-2023,https://nsearchives.nseindia.com/365d/SONACOMS-EQ.svg,04-Mar-2024,-0.36,https://nsearchives.nseindia.com/30d/SONACOMS-EQ.svg,https://nsearchives.nseindia.com/today/SONACOMSEQN.svg,,,0,04-Apr-2024 14:06:48
TTKPRESTIG,TTKPRESTIGEQN,710.95,720.0,701.25,703.2,710.15,-6.95,-0.98,28267279870.56,832.7,666.0,41811,29654033.64,04-Apr-2024 14:07:14,15.551819382730875,-5.5855855855855925,-0.51,03-Apr-2023,https://nsearchives.nseindia.com/365d/TTKPRESTIG-EQ.svg,04-Mar-2024,-3.66,https://nsearchives.nseindia.com/30d/TTKPRESTIG-EQ.svg,https://nsearchives.nseindia.com/today/TTKPRESTIGEQN.svg,,,0,04-Apr-2024 14:06:48
ANURAS,ANURASEQN,897.5,899.25,888.0,890.55,899.5,-8.95,-0.99,20520136714.31,1234.0,781.95,67196,60019467.2,04-Apr-2024 14:07:17,27.832252836304708,-13.888356032994425,6.47,03-Apr-2023,https://nsearchives.nseindia.com/365d/ANURAS-EQ.svg,04-Mar-2024,-5.98,https://nsearchives.nseindia.com/30d/ANURAS-EQ.svg,https://nsearchives.nseindia.com/today/ANURASEQN.svg,,,0,04-Apr-2024 14:06:48
FEDERALBNK,FEDERALBNKEQN,156.75,156.75,152.4,152.95,154.5,-1.55,-1.0,342937731129.84,166.35,121.0,13420567,2073746012.8400002,04-Apr-2024 14:07:16,8.05530507965134,-26.404958677685944,16.03,03-Apr-2023,https://nsearchives.nseindia.com/365d/FEDERALBNK-EQ.svg,04-Mar-2024,0.59,https://nsearchives.nseindia.com/30d/FEDERALBNK-EQ.svg,https://nsearchives.nseindia.com/today/FEDERALBNKEQN.svg,,,0,04-Apr-2024 14:06:48
LALPATHLAB,LALPATHLABEQN,2309.95,2312.95,2262.0,2268.6,2291.6,-23.0,-1.0,83326256220.77,2767.1,1825.0,54788,124680503.72,04-Apr-2024 14:07:18,18.015250623396337,-24.30684931506849,24.43,03-Apr-2023,https://nsearchives.nseindia.com/365d/LALPATHLAB-EQ.svg,04-Mar-2024,0.72,https://nsearchives.nseindia.com/30d/LALPATHLAB-EQ.svg,https://nsearchives.nseindia.com/today/LALPATHLABEQN.svg,,,0,04-Apr-2024 14:06:48
AFFLE,AFFLEEQN,1118.8,1120.95,1092.0,1095.85,1107.1,-11.25,-1.02,58348981782.42,1336.9,866.5,87633,96495325.29,04-Apr-2024 14:07:18,18.030518363377976,-26.46855164454702,11.94,03-Apr-2023,https://nsearchives.nseindia.com/365d/AFFLE-EQ.svg,04-Mar-2024,-0.94,https://nsearchives.nseindia.com/30d/AFFLE-EQ.svg,https://nsearchives.nseindia.com/today/AFFLEEQN.svg,,,0,04-Apr-2024 14:06:48
NBCC,NBCCEQN,128.95,129.8,123.65,126.35,127.65,-1.3,-1.02,86423400000.0,176.85,36.25,7568664,956603442.96,04-Apr-2024 14:07:18,28.555272830081993,-248.55172413793105,258.06,03-Apr-2023,https://nsearchives.nseindia.com/365d/NBCC-EQ.svg,04-Mar-2024,-3.55,https://nsearchives.nseindia.com/30d/NBCC-EQ.svg,https://nsearchives.nseindia.com/today/NBCCEQN.svg,,,0,04-Apr-2024 14:06:48
EPIGRAL,EPIGRALEQN,1360.0,1370.0,1319.35,1346.55,1360.45,-13.9,-1.02,16252427402.02,1380.0,862.05,151235,203657588.05,04-Apr-2024 14:07:13,2.4239130434782643,-56.203236471202366,-,-,-,04-Mar-2024,12.14,https://nsearchives.nseindia.com/30d/EPIGRAL-EQ.svg,https://nsearchives.nseindia.com/today/EPIGRALEQN.svg,,,0,04-Apr-2024 14:06:48
ALOKINDS,ALOKINDSBEN,29.6,29.95,28.6,29.0,29.3,-0.3,-1.02,35997992907.25,39.05,11.4,2802694,81502341.52,04-Apr-2024 14:07:12,25.73623559539052,-154.3859649122807,-,-,-,04-Mar-2024,4.27,https://nsearchives.nseindia.com/30d/ALOKINDS-BE.svg,https://nsearchives.nseindia.com/today/ALOKINDSBEN.svg,,,0,04-Apr-2024 14:06:48
PURVA,PURVAEQN,234.55,236.45,227.6,230.75,233.15,-2.4,-1.03,13653893171.45,268.95,66.7,179381,41397547.18,04-Apr-2024 14:07:16,14.2033835285369,-245.95202398800598,243.88,03-Apr-2023,https://nsearchives.nseindia.com/365d/PURVA-EQ.svg,04-Mar-2024,-4.33,https://nsearchives.nseindia.com/30d/PURVA-EQ.svg,https://nsearchives.nseindia.com/today/PURVAEQN.svg,,,0,04-Apr-2024 14:06:48
DEN,DENEQN,53.55,54.7,52.5,52.75,53.3,-0.55,-1.03,6299354754.0,69.4,27.45,1593543,85127067.06,04-Apr-2024 14:07:15,23.991354466858795,-92.16757741347905,93.82,03-Apr-2023,https://nsearchives.nseindia.com/365d/DEN-EQ.svg,04-Mar-2024,-3.09,https://nsearchives.nseindia.com/30d/DEN-EQ.svg,https://nsearchives.nseindia.com/today/DENEQN.svg,,,0,04-Apr-2024 14:06:48
ENDURANCE,ENDURANCEEQN,1924.0,1950.0,1886.05,1887.6,1907.5,-19.9,-1.04,66324291117.6,2318.8,1220.05,40027,76729357.38,04-Apr-2024 14:07:15,18.595825426944984,-54.71497069792222,52.89,03-Apr-2023,https://nsearchives.nseindia.com/365d/ENDURANCE-EQ.svg,04-Mar-2024,3.92,https://nsearchives.nseindia.com/30d/ENDURANCE-EQ.svg,https://nsearchives.nseindia.com/today/ENDURANCEEQN.svg,,,0,04-Apr-2024 14:06:48
SANGHVIMOV,SANGHVIMOVEQN,1380.0,1390.0,1341.05,1351.1,1365.7,-14.6,-1.07,31018449280.0,1399.85,342.1,55476,75121161.11999999,04-Apr-2024 14:07:16,3.4825159838554134,-294.9429991230634,295.28,03-Apr-2023,https://nsearchives.nseindia.com/365d/SANGHVIMOV-EQ.svg,04-Mar-2024,26.85,https://nsearchives.nseindia.com/30d/SANGHVIMOV-EQ.svg,https://nsearchives.nseindia.com/today/SANGHVIMOVEQN.svg,,,0,04-Apr-2024 14:06:48
TIMKEN,TIMKENEQN,2975.0,2990.65,2925.0,2950.25,2982.95,-32.7,-1.1,91031028214.65,3569.85,2524.5,87621,257823040.08,04-Apr-2024 14:07:16,17.356471560429707,-16.8647256882551,7.89,03-Apr-2023,https://nsearchives.nseindia.com/365d/TIMKEN-EQ.svg,04-Mar-2024,10.49,https://nsearchives.nseindia.com/30d/TIMKEN-EQ.svg,https://nsearchives.nseindia.com/today/TIMKENEQN.svg,,,0,04-Apr-2024 14:06:48
TVSMOTOR,TVSMOTOREQN,2118.85,2118.85,2067.75,2080.95,2104.4,-23.45,-1.11,484662732326.23,2313.45,1080.5,462569,966005971.15,04-Apr-2024 14:07:17,10.049925436037089,-92.59139287366959,94,03-Apr-2023,https://nsearchives.nseindia.com/365d/TVSMOTOR-EQ.svg,04-Mar-2024,-5.73,https://nsearchives.nseindia.com/30d/TVSMOTOR-EQ.svg,https://nsearchives.nseindia.com/today/TVSMOTOREQN.svg,,,0,04-Apr-2024 14:06:48
JKLAKSHMI,JKLAKSHMIEQN,883.6,889.95,868.4,869.55,879.35,-9.8,-1.11,54229603121.86,999.9,607.2,114896,100222631.83999999,04-Apr-2024 14:07:15,13.036303630363038,-43.20652173913042,9.8,03-Apr-2023,https://nsearchives.nseindia.com/365d/JKLAKSHMI-EQ.svg,04-Mar-2024,-6.75,https://nsearchives.nseindia.com/30d/JKLAKSHMI-EQ.svg,https://nsearchives.nseindia.com/today/JKLAKSHMIEQN.svg,,,0,04-Apr-2024 14:06:48
KALAMANDIR,KALAMANDIREQN,205.55,207.95,202.85,203.2,205.5,-2.3,-1.12,10907397885.44,312.0,168.4,116657,23921684.42,04-Apr-2024 14:07:17,34.871794871794876,-20.665083135391914,-,-,-,04-Mar-2024,-8.5,https://nsearchives.nseindia.com/30d/KALAMANDIR-EQ.svg,https://nsearchives.nseindia.com/today/KALAMANDIREQN.svg,,,0,04-Apr-2024 14:06:48
AUROPHARMA,AUROPHARMAEQN,1137.1,1139.05,1115.25,1124.85,1137.65,-12.8,-1.13,316828724658.48,1177.1,517.45,1832191,2064439531.16,04-Apr-2024 14:07:16,4.438875201767055,-117.38332206010239,118.63,03-Apr-2023,https://nsearchives.nseindia.com/365d/AUROPHARMA-EQ.svg,04-Mar-2024,4.29,https://nsearchives.nseindia.com/30d/AUROPHARMA-EQ.svg,https://nsearchives.nseindia.com/today/AUROPHARMAEQN.svg,,,0,04-Apr-2024 14:06:48
SAMHI,SAMHIEQN,209.6,209.6,203.35,205.75,208.1,-2.35,-1.13,24201267080.02,237.85,127.25,1261498,259452293.66,04-Apr-2024 14:07:17,13.495900777801134,-61.68958742632613,-,-,-,04-Mar-2024,-5.34,https://nsearchives.nseindia.com/30d/SAMHI-EQ.svg,https://nsearchives.nseindia.com/today/SAMHIEQN.svg,,,0,04-Apr-2024 14:06:48
BALMLAWRIE,BALMLAWRIEEQN,252.5,252.55,244.25,246.6,249.45,-2.85,-1.14,16037424693.26,291.0,112.15,335652,83184635.16000001,04-Apr-2024 14:07:16,15.25773195876289,-119.88408381631741,121.54,03-Apr-2023,https://nsearchives.nseindia.com/365d/BALMLAWRIE-EQ.svg,04-Mar-2024,2.15,https://nsearchives.nseindia.com/30d/BALMLAWRIE-EQ.svg,https://nsearchives.nseindia.com/today/BALMLAWRIEEQN.svg,,,0,04-Apr-2024 14:06:48
CENTRALBK,CENTRALBKEQN,66.2,67.0,64.05,64.85,65.6,-0.75,-1.14,39437507839.58,76.9,24.2,21306286,1396627047.3,04-Apr-2024 14:07:15,15.669700910273095,-167.97520661157023,164.52,03-Apr-2023,https://nsearchives.nseindia.com/365d/CENTRALBK-EQ.svg,04-Mar-2024,4.21,https://nsearchives.nseindia.com/30d/CENTRALBK-EQ.svg,https://nsearchives.nseindia.com/today/CENTRALBKEQN.svg,,,0,04-Apr-2024 14:06:48
GRSE,GRSEEQN,887.0,891.1,864.0,872.65,882.75,-10.1,-1.14,25981653672.0,974.8,444.1,977611,856260146.57,04-Apr-2024 14:07:17,10.479072630283133,-96.49853636568338,97.28,03-Apr-2023,https://nsearchives.nseindia.com/365d/GRSE-EQ.svg,04-Mar-2024,7.73,https://nsearchives.nseindia.com/30d/GRSE-EQ.svg,https://nsearchives.nseindia.com/today/GRSEEQN.svg,,,0,04-Apr-2024 14:06:48
HGINFRA,HGINFRAEQN,1085.0,1090.0,1067.0,1071.3,1083.7,-12.4,-1.14,17470745581.33,1098.85,790.05,177955,192004547.25,04-Apr-2024 14:07:17,2.507166583246117,-35.59901272071388,36.92,03-Apr-2023,https://nsearchives.nseindia.com/365d/HGINFRA-EQ.svg,04-Mar-2024,17.23,https://nsearchives.nseindia.com/30d/HGINFRA-EQ.svg,https://nsearchives.nseindia.com/today/HGINFRAEQN.svg,,,0,04-Apr-2024 14:06:48
MIDHANI,MIDHANIEQN,421.55,425.1,411.9,413.45,418.3,-4.85,-1.16,20148229660.0,547.5,185.1,494427,206502380.82000002,04-Apr-2024 14:07:12,24.484018264840184,-123.36574824419233,122.26,03-Apr-2023,https://nsearchives.nseindia.com/365d/MIDHANI-EQ.svg,04-Mar-2024,-0.69,https://nsearchives.nseindia.com/30d/MIDHANI-EQ.svg,https://nsearchives.nseindia.com/today/MIDHANIEQN.svg,,,0,04-Apr-2024 14:06:48
NCC,NCCEQN,259.2,259.5,248.0,253.9,257.0,-3.1,-1.21,124437938048.42,267.4,99.65,6723109,1697853946.86,04-Apr-2024 14:07:12,5.048616305160798,-154.79177119919717,140.3,03-Apr-2023,https://nsearchives.nseindia.com/365d/NCC-EQ.svg,04-Mar-2024,2.7,https://nsearchives.nseindia.com/30d/NCC-EQ.svg,https://nsearchives.nseindia.com/today/NCCEQN.svg,,,0,04-Apr-2024 14:06:48
